Left foot,0.659423828125,-0.36962890625,0.6806640625,-1.06048583984,2.58636474609,-0.3662109375
Right foot,0.561279296875,-0.2900390625,0.823486328125,1.31988525391,2.22015380859,-2.38037109375
Left ankle,0.8857421875,-0.300048828125,0.447021484375,-0.381469726562,2.49481201172,-0.030517578125
Right ankle,0.127197265625,-0.468017578125,0.860107421875,-2.28881835938,0.968933105469,-2.34222412109
Left foot,0.667724609375,-0.366455078125,0.689453125,-0.923156738281,2.52532958984,-0.205993652344
Right foot,0.5576171875,-0.28857421875,0.82177734375,1.46484375,2.20489501953,-2.18200683594
Left ankle,0.88916015625,-0.302734375,0.45556640625,-0.144958496094,2.48718261719,-0.274658203125
Right ankle,0.1240234375,-0.472900390625,0.867919921875,-1.953125,0.79345703125,-2.94494628906
Left foot,0.669189453125,-0.37060546875,0.687255859375,-1.08337402344,2.44140625,-0.328063964844
Right foot,0.56201171875,-0.286376953125,0.817626953125,1.31988525391,2.18200683594,-2.43377685547
Left ankle,0.887939453125,-0.301513671875,0.4541015625,-0.06103515625,2.26593017578,-0.297546386719
Right ankle,0.12548828125,-0.473388671875,0.865478515625,-2.12860107422,1.18255615234,-2.94494628906
Left foot,0.665283203125,-0.370849609375,0.68505859375,-1.01470947266,2.44140625,-0.770568847656
Right foot,0.559326171875,-0.287353515625,0.819091796875,1.35040283203,2.12860107422,-2.34985351562
Left ankle,0.88720703125,-0.303955078125,0.456787109375,-0.213623046875,2.61688232422,-0.137329101562
Right ankle,0.12451171875,-0.4716796875,0.86767578125,-2.25067138672,0.991821289062,-2.82287597656
Left foot,0.66650390625,-0.37060546875,0.681396484375,-1.13677978516,2.5634765625,-0.373840332031
Right foot,0.558837890625,-0.290771484375,0.81982421875,1.35040283203,2.25830078125,-2.15911865234
Left ankle,0.886474609375,-0.303466796875,0.455322265625,-0.0534057617188,2.37274169922,-0.0228881835938
Right ankle,0.124267578125,-0.470458984375,0.86669921875,-2.18200683594,1.14440917969,-2.90679931641
Left foot,0.663818359375,-0.3681640625,0.68359375,-0.839233398438,2.71606445312,-0.328063964844
Right foot,0.56103515625,-0.28515625,0.818603515625,1.35040283203,2.0751953125,-2.22778320312
Left ankle,0.88818359375,-0.30517578125,0.4521484375,-0.06103515625,2.51770019531,-0.0762939453125
Right ankle,0.124755859375,-0.471435546875,0.863525390625,-2.09045410156,1.07574462891,-2.81524658203
Left foot,0.666015625,-0.3681640625,0.69091796875,-1.04522705078,2.39562988281,-0.526428222656
Right foot,0.560546875,-0.284912109375,0.818359375,1.44958496094,1.87683105469,-2.28118896484
Left ankle,0.8876953125,-0.30224609375,0.45263671875,-0.137329101562,2.37274169922,-0.221252441406
Right ankle,0.12646484375,-0.470458984375,0.864990234375,-2.01416015625,1.07574462891,-2.65502929688
Left foot,0.663330078125,-0.365966796875,0.68408203125,-0.984191894531,2.35748291016,-0.404357910156
Right foot,0.56103515625,-0.28564453125,0.822021484375,1.40380859375,2.14385986328,-2.47192382812
Left ankle,0.88818359375,-0.305419921875,0.454345703125,0.137329101562,2.3193359375,-0.0762939453125
Right ankle,0.129638671875,-0.4697265625,0.869140625,-2.05993652344,0.907897949219,-2.54821777344
Left foot,0.66796875,-0.36865234375,0.679443359375,-1.10626220703,2.83050537109,-0.640869140625
Right foot,0.561767578125,-0.287109375,0.822265625,1.44958496094,2.26593017578,-2.44140625
Left ankle,0.8876953125,-0.303466796875,0.45556640625,-0.198364257812,2.46429443359,-0.175476074219
Right ankle,0.124755859375,-0.470947265625,0.86669921875,-2.02941894531,1.10626220703,-2.65502929688
Left foot,0.66162109375,-0.368408203125,0.68408203125,-1.12152099609,2.55584716797,-0.3662109375
Right foot,0.563232421875,-0.290771484375,0.82568359375,0.938415527344,2.00653076172,-2.18963623047
Left ankle,0.888916015625,-0.302978515625,0.452392578125,-0.389099121094,2.58636474609,0.0
Right ankle,0.125,-0.47119140625,0.865234375,-2.02178955078,1.16729736328,-2.72369384766
Left foot,0.662353515625,-0.3701171875,0.677734375,-0.961303710938,2.70843505859,-0.67138671875
Right foot,0.56494140625,-0.2900390625,0.82470703125,1.51062011719,2.22778320312,-2.67028808594
Left ankle,0.890625,-0.303466796875,0.461181640625,-0.350952148438,2.36511230469,0.0
Right ankle,0.127197265625,-0.47265625,0.861083984375,-2.32696533203,0.831604003906,-2.79235839844
Left foot,0.6640625,-0.367919921875,0.6865234375,-1.03759765625,2.52532958984,-0.572204589844
Right foot,0.56787109375,-0.28857421875,0.8173828125,1.30462646484,2.09045410156,-2.42614746094
Left ankle,0.88818359375,-0.30419921875,0.457275390625,-0.0762939453125,2.63214111328,-0.0152587890625
Right ankle,0.123779296875,-0.472900390625,0.8662109375,-2.20489501953,1.06811523438,-2.72369384766
Left foot,0.6640625,-0.371826171875,0.6806640625,-0.984191894531,2.51770019531,-0.3662109375
Right foot,0.5634765625,-0.291015625,0.820068359375,1.35040283203,1.75476074219,-2.21252441406
Left ankle,0.888427734375,-0.29833984375,0.450439453125,-0.0152587890625,2.44903564453,-0.091552734375
Right ankle,0.125,-0.47607421875,0.868896484375,-2.14385986328,1.31225585938,-2.50244140625
Left foot,0.663818359375,-0.367431640625,0.67919921875,-0.953674316406,2.62451171875,-0.648498535156
Right foot,0.56298828125,-0.291748046875,0.82373046875,1.22833251953,2.23541259766,-2.41851806641
Left ankle,0.884765625,-0.3017578125,0.455322265625,-0.236511230469,2.54821777344,-0.251770019531
Right ankle,0.124755859375,-0.473876953125,0.863037109375,-2.23541259766,1.00708007812,-2.71606445312
